0	0	388	0	613	12	83	0	24	24	10	1
1	0	1500	1	984	9	140	0	34	6	117	1
0	0	616	0	302	6	67	0	55	0	0	0
1	0	500	0	552	4	119	0	62	48	119	0
1	0	1500	0	356	2	193	0	25	48	0	1
1	0	592	1	415	5	100	0	53	6	0	0
0	0	3190	1	429	10	60	0	62	6	0	0
1	0	1000	0	915	6	89	0	23	6	500	1
1	0	425	0	426	4	108	0	62	48	0	0
0	0	470	1	747	10	103	0	65	6	0	0
2	0	606	0	468	6	106	1	36	0	0	1
0	0	610	1	639	10	88	0	40	6	0	0
1	0	700	0	618	6	140	0	33	144	0	0
0	0	395	0	523	15	65	0	47	96	0	1
0	0	433	0	592	12	75	0	28	0	0	1
0	1	450	1	466	10	68	0	42	6	0	0
0	0	400	1	459	12	62	0	50	6	0	1
0	0	400	1	618	10	89	0	42	6	0	0
1	0	1195	1	630	12	86	0	44	6	0	1
1	0	1536	0	552	4	119	0	63	48	119	0
3	0	409	0	705	15	87	1	48	360	0	1
1	0	500	0	508	6	105	0	27	48	0	1
1	0	500	0	401	4	118	0	20	12	0	1
0	0	500	1	429	9	70	0	47	6	0	0
1	0	824	1	515	10	78	0	22	6	0	1
1	2	350	1	357	4	76	0	42	6	100	0
0	0	310	0	470	4	80	1	67	60	200	0
0	0	373	1	680	12	92	0	40	120	0	0
0	0	415	0	388	8	60	0	60	0	38	0
0	0	580	1	349	10	51	0	50	6	0	0
0	0	952	0	1086	12	154	0	57	0	0	0
0	0	300	0	500	12	68	0	48	0	0	1
2	0	316	0	436	12	59	0	33	12	0	1
0	0	1500	0	301	2	102	0	63	0	102	0
0	0	1400	1	872	2	293	0	36	0	293	0
0	2	520	0	616	10	98	0	33	0	0	1
1	0	500	0	455	9	74	0	26	48	0	1
1	0	900	0	370	6	61	1	44	17	100	1
0	0	5790	0	552	4	119	0	67	48	119	0
1	0	693	0	312	6	65	0	35	48	0	1
1	0	885	1	468	10	65	0	28	6	0	1
1	0	800	1	815	10	123	0	31	6	0	0
1	0	420	0	828	12	70	0	19	48	0	1
0	0	3400	1	1629	18	175	0	53	6	0	1
0	0	619	0	599	15	70	0	27	6	2	1
1	0	1600	0	383	1	404	0	29	48	0	1
0	0	700	1	485	10	74	0	33	6	0	0
0	0	1200	0	602	4	137	0	43	0	137	1
0	0	1700	1	314	2	107	0	39	108	107	0
0	0	600	1	738	10	102	0	32	6	0	1
1	0	300	0	452	12	62	1	37	144	0	1
1	0	500	0	450	4	114	0	45	48	0	1
0	2	740	1	480	10	67	0	34	6	0	1
2	0	1700	0	489	11	68	0	46	48	0	1
0	0	850	0	443	12	60	0	34	0	0	1
0	0	617	0	464	3	116	0	63	0	116	0
1	0	717	0	1056	8	187	1	55	0	0	0
0	0	480	1	849	3	131	0	37	6	500	0
0	0	600	0	461	11	70	0	37	60	0	1
1	0	700	0	378	2	202	0	21	48	0	1
0	0	1000	1	678	10	93	0	39	6	0	0
1	0	514	0	435	6	90	0	61	48	0	0
0	0	400	1	546	10	83	0	35	6	0	0
0	0	655	1	399	10	55	0	38	6	0	0
0	0	300	1	459	10	70	0	46	6	0	0
0	0	749	1	1079	9	175	0	70	6	0	0
0	2	400	1	429	10	60	0	41	6	0	0
0	0	650	0	805	20	88	1	62	24	0	1
1	0	640	0	855	12	72	0	29	48	0	1
0	0	2010	1	360	2	122	1	47	100	122	0
1	0	600	0	870	12	118	0	37	48	0	1
0	0	1500	0	569	11	66	0	33	24	66	1
1	0	483	0	786	10	108	0	32	6	0	1
0	0	760	0	342	6	68	0	35	6	24	1
0	0	305	1	435	10	66	0	59	6	0	0
1	0	700	1	356	6	79	1	34	84	0	0
0	0	2000	0	1662	4	334	0	56	0	334	0
1	0	481	1	340	10	52	0	42	6	0	0
1	0	300	1	349	10	51	0	40	6	0	0
0	0	860	0	965	15	117	0	48	6	0	1
1	0	500	1	618	10	89	0	28	6	0	0
0	0	1200	1	489	12	66	0	30	6	0	1
0	0	1400	1	350	4	103	0	34	6	0	1
0	0	750	0	532	2	179	0	59	0	179	0
1	0	5610	1	567	10	78	0	31	6	0	0
1	0	600	0	399	6	88	0	23	48	0	1
0	0	380	1	336	10	52	0	67	6	0	0
0	0	735	1	415	5	62	0	22	6	159	1
0	0	800	1	597	9	97	0	39	6	0	0
1	0	450	0	470	10	72	0	26	48	0	1
0	0	379	0	599	12	82	0	35	0	0	1
0	1	541	1	577	10	87	0	44	6	0	0
1	0	1090	0	450	10	69	1	26	0	0	1
1	0	2500	0	395	3	144	0	26	48	0	1
0	0	1500	1	399	10	55	0	43	6	0	0
1	0	350	0	399	12	54	0	32	0	0	1
1	0	300	0	302	6	67	0	26	6	0	1
0	0	1442	0	552	4	119	0	62	48	119	0
1	0	550	0	617	8	109	0	52	144	0	1
1	0	790	0	918	12	130	1	36	144	0	0
1	0	1000	1	370	6	79	0	39	6	0	0
0	0	800	1	480	10	67	0	31	6	0	0
1	0	620	1	427	10	65	0	22	6	0	1
3	0	713	1	576	3	157	1	49	288	157	0
0	0	400	1	345	10	53	0	68	6	0	0
0	0	600	0	568	12	77	0	25	6	0	1
0	0	1200	1	339	6	73	0	41	6	0	1
1	0	448	0	445	10	53	0	22	0	100	1
1	3	631	1	748	6	158	0	52	6	0	0
1	0	1200	0	888	5	217	0	36	48	0	1
0	0	850	0	559	10	85	0	34	6	0	1
0	0	1386	0	519	11	60	0	61	24	60	0
1	0	1500	0	400	1	418	0	27	48	0	1
0	0	500	1	348	10	53	0	35	6	0	0
0	3	420	1	537	10	78	0	49	6	0	0
0	0	300	1	519	10	72	0	33	6	0	0
1	0	548	0	304	2	165	0	24	48	0	1
0	0	450	1	799	10	121	0	42	6	0	1
0	2	2000	1	480	10	67	0	61	6	0	0
1	0	756	0	617	6	131	0	57	6	0	1
0	0	550	0	356	3	133	1	27	17	0	1
1	0	720	0	366	6	62	0	66	48	0	0
1	0	360	1	394	9	64	0	66	6	0	0
0	2	1000	1	635	4	171	0	41	6	50	0
1	0	350	0	422	7	82	1	35	60	0	1
0	0	350	0	480	12	66	0	50	84	0	1
0	0	1200	0	458	10	71	0	52	12	0	1
1	0	300	0	459	12	55	1	19	5	55	1
0	0	750	0	710	10	107	0	28	6	0	1
0	0	3000	1	846	3	315	0	34	6	0	0
0	0	1000	0	400	2	141	0	63	0	141	0
1	0	800	1	480	6	81	0	40	6	100	0
0	0	2000	0	1167	2	391	0	63	0	391	0
0	0	317	1	459	12	63	1	57	264	0	0
0	0	500	0	483	10	58	1	43	8	100	1
2	0	1533	0	397	7	78	1	49	180	0	1
0	0	1500	0	611	15	67	1	36	240	67	1
1	0	600	0	583	12	80	0	63	48	0	0
1	0	2000	1	360	10	55	0	38	6	0	1
0	0	755	1	1190	12	160	0	41	6	0	0
0	0	300	1	537	10	78	0	32	6	0	0
1	0	3000	0	400	1	418	0	26	48	0	1
3	0	856	0	649	4	192	0	66	48	0	0
1	0	470	0	393	6	66	0	62	48	0	0
3	0	400	0	559	12	79	0	49	300	0	1
0	0	700	0	402	12	56	0	28	48	0	1
0	0	650	0	770	12	105	1	61	360	0	1
0	0	340	0	369	12	52	0	41	0	0	1
0	0	709	1	429	10	60	0	47	6	0	0
1	0	800	1	459	10	70	0	60	6	0	0
1	0	800	1	459	10	70	0	48	6	0	0
1	0	5000	0	2579	7	502	1	54	180	0	1
0	0	1727	0	1199	3	76	0	65	48	1000	0
0	0	600	0	460	6	103	0	23	12	0	1
1	0	546	0	389	6	82	0	20	48	0	1
0	0	1922	0	552	4	119	0	61	48	119	0
1	0	398	1	420	10	58	0	34	6	0	0
1	0	1200	0	535	2	290	0	29	48	0	1
1	0	500	0	389	6	82	0	60	48	0	0
1	0	360	1	384	12	52	1	41	0	0	0
1	0	2057	1	989	5	212	0	41	6	100	0
0	0	500	1	541	10	82	0	34	6	0	0
1	0	1200	0	598	9	99	0	45	0	0	1
0	0	5800	0	438	2	147	0	59	0	149	0
0	0	400	0	389	11	54	0	29	48	0	1
1	0	861	1	350	10	54	0	38	6	0	0
1	0	1300	0	420	5	78	1	63	0	100	0
1	0	368	0	704	9	79	0	43	48	0	1
1	0	500	1	468	10	71	0	35	0	0	0
0	0	1866	1	613	12	83	1	41	12	0	0
0	0	800	1	392	9	50	0	35	6	81	0
1	0	390	0	468	12	64	1	22	0	0	1
0	0	600	1	525	4	153	0	33	6	0	0
0	0	995	0	880	6	160	0	58	0	160	0
0	0	430	0	422	10	64	0	36	0	0	1
0	0	2400	0	1233	4	247	0	60	0	250	0
0	0	500	1	459	10	70	0	35	6	0	0
0	0	2064	1	450	10	68	0	36	6	0	1
1	0	500	0	410	3	152	0	27	48	0	1
1	0	450	0	468	12	65	0	37	24	0	1
1	0	600	1	409	3	152	0	33	48	0	0
0	0	610	0	365	5	61	0	62	48	61	0
1	0	2000	0	984	12	83	0	37	48	0	1
1	0	500	0	459	8	81	0	23	0	0	1
0	0	600	1	657	6	140	0	41	6	0	0
1	0	900	1	475	10	69	0	42	6	0	1
1	0	700	0	849	6	143	0	47	48	150	1
0	0	700	1	375	10	57	0	33	6	0	0
1	0	4000	1	639	10	88	0	55	6	0	0
0	0	4500	1	667	10	96	0	31	6	0	1
0	0	600	1	780	12	78	0	40	6	200	1
1	0	3500	1	617	10	93	0	35	6	0	1
0	4	350	1	498	12	67	0	45	6	0	1
1	0	1830	0	552	4	119	0	59	48	119	0
0	0	360	1	429	10	60	0	46	6	0	0
1	0	502	0	463	4	137	0	32	48	0	1
1	0	4000	1	459	10	70	0	28	6	0	0
0	0	890	0	556	12	76	0	28	0	0	1
0	0	600	0	468	12	64	0	34	240	0	1
0	0	1800	0	560	7	110	1	32	12	0	1
2	0	420	0	423	12	58	0	54	0	0	0
0	0	1000	1	1070	4	242	1	59	156	250	0
0	0	700	0	301	7	59	1	33	180	0	1
1	0	1015	0	942	6	158	0	61	48	0	0
1	0	667	0	557	11	64	1	32	0	64	1
1	0	2000	1	429	10	60	0	24	6	0	1
0	0	900	1	495	24	53	1	46	0	0	1
1	0	573	1	495	9	60	0	46	6	60	0
1	0	792	0	1092	6	183	0	42	48	0	1
0	2	378	0	339	10	52	0	37	6	0	1
0	0	6373	0	548	3	149	0	59	48	149	0
1	0	320	1	1149	9	66	0	20	6	749	1
0	0	322	1	469	10	72	1	40	0	0	0
1	0	1600	0	435	10	66	1	41	0	0	1
1	0	1300	1	405	4	119	0	36	6	0	0
1	0	380	1	635	15	75	0	20	6	0	1
0	0	400	1	380	6	87	0	43	6	0	0
0	0	735	1	519	12	70	0	39	6	0	0
0	0	1600	1	349	10	51	0	36	6	0	0
0	0	300	0	482	12	66	0	23	0	0	1
1	0	601	0	404	6	68	0	53	48	0	1
1	0	400	1	480	10	67	0	62	6	0	0
0	0	2000	0	359	6	70	0	30	48	0	1
1	0	8000	0	329	3	122	0	58	48	0	0
1	0	1038	0	439	12	54	0	63	48	0	0
0	0	300	0	455	12	63	1	48	120	0	1
1	0	453	0	1000	12	116	0	24	48	0	1
2	2	600	0	557	12	76	0	51	8	0	1
1	0	624	1	451	12	61	0	41	6	0	0
0	1	896	0	478	15	59	0	49	144	0	1
1	0	2000	1	495	2	175	0	40	6	175	0
1	0	600	0	409	10	63	1	45	240	0	1
1	0	1886	1	329	6	70	0	35	6	0	0
0	0	1100	1	636	10	97	1	44	180	0	0
0	0	800	0	530	20	58	0	34	60	0	1
0	0	1509	0	499	12	63	0	64	48	0	1
0	0	1000	0	555	12	79	0	57	0	0	0
1	0	1238	1	806	18	87	0	44	6	0	1
0	0	480	1	399	6	87	0	37	6	0	0
0	0	1016	0	541	5	99	0	59	48	99	0
0	0	300	1	455	10	69	0	46	6	0	1
1	0	1000	1	466	4	136	0	31	6	0	0
0	0	320	0	480	12	65	1	44	0	0	1
0	0	2000	0	475	2	160	0	61	0	160	0
0	0	300	0	300	6	69	0	27	0	0	1
1	0	1500	1	480	10	67	0	38	6	0	0
0	0	400	0	489	12	67	1	27	36	0	1
0	0	360	0	519	15	64	0	33	228	0	1
1	0	907	0	989	6	132	0	63	48	350	0
0	0	550	1	631	6	134	0	52	6	0	0
0	0	953	0	698	6	145	0	40	48	0	1
0	0	600	1	329	6	72	0	35	6	0	0
0	4	500	0	343	10	52	0	44	336	0	1
0	0	756	1	618	10	85	0	32	6	0	0
1	0	750	0	499	3	182	0	30	48	0	1
1	0	500	0	390	3	145	0	27	48	0	1
1	0	480	0	518	12	71	0	34	30	0	1
0	0	1800	0	479	10	73	1	24	1	0	1
1	0	500	0	633	6	106	0	36	48	0	1
0	0	1903	0	556	3	214	0	60	48	0	0
0	0	377	0	561	12	77	0	64	120	0	1
0	3	1380	1	1074	2	360	0	38	140	360	0
0	0	575	0	433	1	146	0	62	0	290	0
0	1	520	1	567	5	138	0	33	6	0	0
1	0	560	0	829	6	142	0	30	48	142	1
0	3	3000	1	1944	10	266	0	41	6	0	0
0	0	1400	0	450	12	61	0	36	0	0	1
0	0	1500	0	1099	2	334	0	58	0	438	0
1	0	1500	1	457	2	248	0	36	48	0	0
1	0	688	1	489	10	74	0	60	6	0	0
0	0	786	0	552	4	119	0	67	48	119	0
0	0	650	0	464	6	103	0	48	0	0	1
0	0	450	0	403	12	55	0	30	0	0	1
1	0	480	1	537	10	78	0	36	6	0	1
2	0	3500	0	966	4	195	0	62	48	195	0
0	0	400	1	639	10	61	0	43	6	200	0
1	0	540	0	498	6	102	0	21	48	0	1
1	0	521	0	451	9	68	0	20	48	0	1
1	0	300	0	558	12	76	1	40	48	0	1
1	0	1500	1	504	6	107	0	63	6	0	0
0	0	3200	1	380	4	111	0	49	6	0	0
0	0	432	0	550	12	75	0	52	96	0	1
1	0	507	1	539	6	83	0	68	6	150	0
0	3	500	1	639	10	88	0	38	6	0	0
1	0	560	0	640	11	77	0	38	132	100	1
0	0	400	0	437	12	60	0	61	240	0	1
0	0	400	1	520	6	111	0	52	6	0	0
0	0	3000	1	438	6	93	0	38	6	0	0
0	0	750	0	1290	10	177	0	28	6	0	1
0	0	758	1	379	12	52	0	41	6	0	0
1	0	1000	0	999	12	123	0	32	48	0	1
0	0	400	1	348	10	51	0	27	6	0	0
1	0	700	1	450	9	74	0	35	6	0	1
1	0	729	1	495	12	67	0	24	6	0	1
0	0	400	0	537	10	78	0	37	6	0	1
0	0	500	0	456	10	70	0	35	120	0	1
1	0	320	0	430	10	66	0	27	48	0	1
0	0	1000	1	599	12	81	0	49	6	0	0
0	0	1500	1	1000	10	151	0	26	6	0	0
1	0	5610	1	427	10	53	0	31	6	0	0
0	0	4000	1	369	10	56	0	34	6	0	0
3	0	400	1	479	15	59	1	41	180	0	0
0	0	378	0	351	6	73	0	22	48	0	1
0	0	400	0	398	6	56	0	26	0	150	1
1	0	450	1	479	10	73	0	28	6	0	0
0	0	492	1	480	10	67	0	39	6	0	0
0	2	564	1	618	10	89	0	34	6	0	0
0	0	2200	0	2498	6	525	0	46	0	0	1
0	0	800	1	359	6	77	0	51	6	0	0
0	0	300	1	337	10	51	0	54	12	0	0
0	0	800	0	510	10	78	1	35	96	0	1
0	0	4917	1	1645	12	220	0	66	6	0	0
1	0	2220	0	747	10	103	0	19	6	0	1
2	0	573	1	616	12	84	0	35	48	0	0
0	0	980	1	661	12	89	0	41	6	0	0
1	0	2000	1	400	9	66	0	52	6	0	0
1	0	990	1	337	9	55	0	37	6	0	0
1	0	1500	1	525	12	71	0	44	6	0	1
1	0	500	0	552	4	119	0	23	48	119	1
1	0	5500	1	442	1	442	0	30	0	0	1
0	0	900	1	464	10	71	0	39	6	0	0
1	0	860	1	773	6	164	0	61	6	0	0
1	0	1529	1	941	6	199	0	48	6	0	0
0	0	614	0	389	9	51	0	63	48	51	0
1	0	5131	1	579	6	123	0	34	6	0	0
1	0	324	1	780	5	92	0	41	6	400	0
1	0	1350	0	442	2	241	1	59	0	0	0
0	0	2500	1	455	10	69	0	29	6	0	1
1	0	600	0	333	6	56	0	65	48	0	0
1	0	1233	0	555	3	139	0	59	0	139	0
0	0	1235	0	763	4	154	0	57	0	154	0
0	0	378	0	704	8	89	0	34	0	0	1
0	0	5000	1	730	9	86	0	50	6	200	0
3	0	380	0	448	15	56	0	59	420	0	1
1	0	2000	1	387	9	63	0	52	6	0	0
0	0	461	0	420	12	57	0	31	6	0	1
1	0	1451	0	527	3	196	0	23	48	0	1
1	0	450	1	500	6	107	0	28	6	0	1
1	0	450	1	448	10	69	1	35	0	0	0
1	0	720	0	401	4	118	0	32	0	0	1
1	0	510	0	410	10	63	0	31	6	0	1
1	0	600	0	764	10	77	0	21	48	0	1
1	0	750	0	586	10	89	0	34	6	0	1
1	0	390	0	569	12	77	1	48	240	0	1
0	0	543	1	931	9	132	0	31	6	0	0
0	0	396	0	556	12	76	0	51	36	0	1
0	0	450	0	316	6	54	0	30	0	0	1
1	0	360	0	399	10	61	1	41	0	0	1
0	0	400	1	511	10	78	0	28	6	0	0
1	0	1501	1	1059	10	118	0	54	6	200	0
1	0	757	0	725	12	99	0	20	48	0	1
0	0	533	1	515	10	78	0	42	6	0	0
0	0	1555	0	825	12	69	0	22	0	0	1
0	0	345	0	318	6	72	0	36	0	0	1
0	0	895	0	443	12	60	0	58	0	0	0
0	0	580	1	460	12	62	0	31	6	0	0
1	0	500	0	350	3	128	0	63	48	0	0
1	0	450	0	511	12	70	0	28	14	0	1
1	0	1529	1	630	6	133	0	48	6	0	0
0	0	423	1	597	12	75	0	66	6	40	1
0	0	411	1	459	10	64	0	41	6	0	1
0	0	2486	0	549	3	208	0	62	48	0	0
0	0	2500	0	829	12	102	0	32	48	0	1
1	0	412	1	610	12	69	0	37	36	100	0
0	0	500	0	574	6	95	0	44	360	150	0
0	0	754	0	698	11	97	0	60	48	0	0
1	0	566	0	556	12	76	0	41	120	0	1
0	0	800	1	418	10	61	0	40	6	0	0
0	2	1500	1	849	10	117	0	38	6	0	0
0	0	850	0	886	9	124	0	24	48	124	1
1	0	1200	0	695	12	98	1	63	14	0	1
1	0	1400	1	698	3	223	0	31	6	100	0
1	0	590	1	894	10	123	0	63	6	0	0
1	0	417	0	596	12	81	0	26	0	0	1
0	0	1526	0	718	6	123	0	63	48	123	0
0	0	1200	1	535	10	81	0	41	6	0	1
1	0	480	0	471	12	65	1	27	120	0	1
1	0	2000	0	384	1	401	0	22	48	0	1
0	0	300	0	529	12	58	0	34	12	100	1
0	0	5000	1	365	3	133	0	54	48	0	0
1	0	400	0	646	10	98	1	35	14	0	1
2	0	490	0	429	10	66	0	44	10	0	1
1	0	600	1	330	10	51	0	28	6	0	0
0	0	306	0	304	9	51	0	35	0	0	1
1	0	1780	0	478	2	256	0	31	48	0	1
1	0	600	1	849	10	117	0	55	6	0	0
1	0	450	1	459	10	70	0	27	6	0	0
0	0	1334	1	503	10	76	0	41	6	0	0
0	3	1500	1	560	12	76	0	48	6	0	0
0	0	1400	1	420	10	58	0	44	6	0	0
1	0	480	0	445	12	61	0	25	24	0	1
0	0	631	1	469	5	76	0	48	6	157	0
1	0	1674	1	480	10	67	0	43	6	0	1
0	0	360	0	337	10	51	1	29	60	0	1
0	0	1000	1	782	10	118	0	38	6	0	0
1	0	700	0	348	3	129	0	64	48	0	0
0	0	1978	0	485	6	102	0	59	48	0	0
0	0	2429	1	505	10	77	0	26	6	0	0
2	0	1500	0	391	8	70	1	34	0	0	1
0	0	493	0	443	12	60	0	54	0	0	1
1	0	600	1	800	12	107	0	28	6	0	1
0	0	500	1	563	10	85	0	32	6	0	0
0	1	600	1	347	6	74	0	44	6	0	0
1	0	1740	0	400	2	168	0	60	48	100	0
0	0	1453	1	774	10	117	0	58	6	0	0
0	0	3500	1	470	5	92	1	43	24	92	0
0	0	600	0	524	10	80	0	67	120	0	0
0	0	4000	0	336	9	51	0	42	48	0	1
1	0	800	0	336	3	125	0	25	48	0	1
3	0	1004	1	879	10	134	0	40	0	0	0
1	0	1000	0	413	3	153	0	35	48	0	1
1	0	415	1	588	10	89	0	32	6	0	0
1	0	550	0	805	12	109	1	33	108	0	1
0	0	600	0	468	5	114	0	66	72	0	0
0	0	438	0	473	12	64	0	56	0	0	0
1	0	3000	0	360	1	376	0	43	48	0	1
0	2	709	1	399	10	55	0	33	6	0	0
1	0	821	0	508	11	71	0	59	48	0	0
1	0	600	0	370	10	56	1	60	0	0	0
0	0	411	0	419	11	58	0	41	48	0	1
0	2	709	1	398	10	57	0	33	6	0	0
1	0	2000	0	779	10	111	0	27	48	0	1
0	0	1404	0	877	2	294	0	56	0	294	0
3	0	1559	0	310	2	104	0	60	48	107	0
0	0	420	0	849	18	97	1	41	180	0	1
1	0	750	0	851	12	116	1	31	60	0	1
1	0	563	0	599	10	91	1	31	0	0	1
0	0	599	1	459	10	64	0	44	6	0	0
3	0	741	0	491	3	134	0	55	0	134	0
0	0	1500	1	556	12	75	0	27	6	0	1
0	0	600	0	395	9	56	0	28	0	56	1
1	2	900	1	422	5	103	0	27	6	0	1
1	6	500	1	378	10	53	0	50	6	0	0
1	0	900	0	834	6	140	0	51	48	0	1
1	0	350	1	459	10	70	0	46	6	0	0
0	1	400	1	443	10	67	0	44	6	0	0
0	1	1500	1	460	3	154	0	41	6	50	0
1	0	1419	0	1002	12	127	0	28	48	0	1
0	0	1600	1	657	10	91	0	36	6	0	0
2	0	1500	0	552	4	119	0	58	48	119	0
0	2	2000	1	747	10	103	0	34	6	0	0
1	0	1700	0	669	6	139	0	65	48	0	0
0	0	419	0	399	6	83	0	64	48	0	0
0	0	3000	1	704	7	137	1	42	60	0	0
0	0	500	1	345	10	53	0	40	6	0	0
0	0	579	0	301	6	67	0	60	48	0	0
1	0	360	1	519	9	85	0	66	6	0	1
0	0	667	0	638	11	89	0	67	48	0	1
1	0	317	0	508	12	63	0	25	48	0	1
3	0	1021	0	1386	4	279	0	62	48	279	0
1	0	500	1	300	6	64	0	39	6	0	0
0	0	460	0	568	9	61	0	56	0	200	0
0	0	490	1	469	10	71	0	26	6	0	1
1	0	350	1	322	6	69	0	26	6	0	0
1	0	534	0	443	12	60	1	31	36	0	1
1	0	300	0	804	9	75	0	29	48	140	1
0	1	1650	1	628	12	71	0	40	6	100	1
0	0	851	1	618	10	89	0	60	6	0	0
0	0	1300	1	480	10	67	0	34	6	0	0
1	0	600	1	418	10	64	0	36	6	0	0
1	0	500	0	318	3	118	0	30	48	0	1
0	0	308	0	451	9	63	0	24	0	63	1
0	0	446	1	348	10	51	0	40	6	0	0
0	0	410	0	442	6	81	0	21	0	81	1
1	0	313	1	442	15	57	1	24	24	0	1
1	0	2628	1	429	10	65	0	27	6	0	0
0	0	603	1	480	10	67	0	33	6	0	0
1	0	348	0	1068	12	90	0	35	48	0	1
1	0	1432	1	618	10	89	0	37	6	0	1
0	0	300	1	480	10	67	0	43	6	0	0
0	0	1099	1	812	10	124	1	34	0	0	0
1	0	340	1	463	12	63	0	28	6	0	1
0	0	4000	0	358	5	88	0	22	0	0	1
0	0	455	0	901	15	111	1	50	36	0	1
1	0	320	0	421	12	57	0	22	0	0	1
1	0	700	0	439	12	60	1	27	0	0	1
0	2	1500	0	980	10	95	0	28	6	350	1
1	0	1000	1	618	10	89	0	37	6	0	0
1	0	600	1	490	10	74	0	51	6	0	0
1	0	700	1	402	6	86	0	31	6	0	0
0	0	500	1	350	3	132	0	40	6	0	0
1	0	365	0	338	9	55	0	20	36	0	1
0	0	470	0	422	7	82	0	24	0	0	1
1	0	1500	0	470	12	50	1	70	180	100	0
1	0	2000	1	432	9	71	0	34	6	0	0
0	0	672	0	440	10	68	1	23	0	0	1
0	0	400	1	462	12	63	0	32	6	0	0
1	0	600	0	643	12	87	0	28	6	0	1
1	0	620	0	813	12	68	0	26	48	0	1
0	0	1364	0	306	6	70	0	36	0	0	1
3	0	1500	0	405	6	86	0	58	48	0	1
1	0	346	0	399	4	88	0	26	4	100	1
0	4	360	0	620	10	94	0	47	36	0	1
0	0	812	1	618	6	131	0	28	6	0	1
1	0	300	0	442	10	67	0	54	60	0	1
0	0	580	0	552	4	119	0	66	48	119	0
0	0	680	0	881	12	121	0	26	0	0	1
1	0	480	0	398	10	61	0	23	0	0	1
0	0	1540	1	571	10	86	0	42	6	0	0
1	0	700	1	369	6	79	0	28	6	0	0
1	0	3000	1	1810	9	96	0	34	6	1222	1
0	0	800	1	612	6	130	0	35	6	0	0
1	0	2485	1	1296	10	186	0	37	6	0	1
1	0	800	1	710	10	78	0	28	6	200	1
1	0	2220	1	321	6	69	0	46	6	0	0
1	0	320	0	451	12	61	0	38	12	0	1
0	0	337	1	443	12	60	1	51	0	0	0
0	0	300	0	650	12	88	0	38	36	0	1
0	0	2000	1	534	10	77	0	36	6	0	0
0	0	370	0	558	12	76	0	39	0	0	1
0	0	450	1	525	9	86	0	26	6	0	0
1	0	2500	0	552	4	119	0	57	48	119	1
1	0	1368	0	330	6	75	0	46	0	0	1
0	0	448	0	731	12	99	0	23	0	0	1
1	0	600	0	479	6	108	0	21	0	0	1
0	0	300	1	368	6	62	0	40	6	80	0
0	0	6000	0	849	2	305	0	55	0	305	0
